dataset,scope,entity,period_start,period_end,metric,value,unit,source_url,source_note
live_dashboard_2026,State/UT,Union Territory of Andaman & Nicobar,2026-01-01,2026-08-24,received,908,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Andaman & Nicobar,2026-01-01,2026-08-24,disposed,832,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Andaman & Nicobar,2026-01-01,2026-08-24,percent_disposed,91.63,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Andaman & Nicobar,2026-01-01,2026-08-24,pending_0_60_days,71,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Andaman & Nicobar,2026-01-01,2026-08-24,pending_60_180_days,5,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Andaman & Nicobar,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Andaman & Nicobar,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Andhra Pradesh,2026-01-01,2026-08-24,received,14232,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Andhra Pradesh,2026-01-01,2026-08-24,disposed,3610,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Andhra Pradesh,2026-01-01,2026-08-24,percent_disposed,25.37,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Andhra Pradesh,2026-01-01,2026-08-24,pending_0_60_days,3773,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Andhra Pradesh,2026-01-01,2026-08-24,pending_60_180_days,5869,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Andhra Pradesh,2026-01-01,2026-08-24,pending_180_365_days,980,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Andhra Pradesh,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Arunachal Pradesh,2026-01-01,2026-08-24,received,367,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Arunachal Pradesh,2026-01-01,2026-08-24,disposed,180,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Arunachal Pradesh,2026-01-01,2026-08-24,percent_disposed,49.05,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Arunachal Pradesh,2026-01-01,2026-08-24,pending_0_60_days,91,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Arunachal Pradesh,2026-01-01,2026-08-24,pending_60_180_days,78,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Arunachal Pradesh,2026-01-01,2026-08-24,pending_180_365_days,18,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Arunachal Pradesh,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Assam,2026-01-01,2026-08-24,received,6634,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Assam,2026-01-01,2026-08-24,disposed,4069,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Assam,2026-01-01,2026-08-24,percent_disposed,61.34,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Assam,2026-01-01,2026-08-24,pending_0_60_days,1303,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Assam,2026-01-01,2026-08-24,pending_60_180_days,999,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Assam,2026-01-01,2026-08-24,pending_180_365_days,263,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Assam,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Bihar,2026-01-01,2026-08-24,received,32565,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Bihar,2026-01-01,2026-08-24,disposed,21547,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Bihar,2026-01-01,2026-08-24,percent_disposed,66.17,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Bihar,2026-01-01,2026-08-24,pending_0_60_days,7335,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Bihar,2026-01-01,2026-08-24,pending_60_180_days,2815,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Bihar,2026-01-01,2026-08-24,pending_180_365_days,868,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Bihar,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Chandigarh,2026-01-01,2026-08-24,received,2775,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Chandigarh,2026-01-01,2026-08-24,disposed,2543,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Chandigarh,2026-01-01,2026-08-24,percent_disposed,91.64,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Chandigarh,2026-01-01,2026-08-24,pending_0_60_days,219,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Chandigarh,2026-01-01,2026-08-24,pending_60_180_days,12,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Chandigarh,2026-01-01,2026-08-24,pending_180_365_days,1,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Chandigarh,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Chattisgarh,2026-01-01,2026-08-24,received,10327,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Chattisgarh,2026-01-01,2026-08-24,disposed,5230,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Chattisgarh,2026-01-01,2026-08-24,percent_disposed,50.64,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Chattisgarh,2026-01-01,2026-08-24,pending_0_60_days,2367,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Chattisgarh,2026-01-01,2026-08-24,pending_60_180_days,2161,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Chattisgarh,2026-01-01,2026-08-24,pending_180_365_days,569,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Chattisgarh,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Dadra & Nagar Haveli,2026-01-01,2026-08-24,received,139,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Dadra & Nagar Haveli,2026-01-01,2026-08-24,disposed,52,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Dadra & Nagar Haveli,2026-01-01,2026-08-24,percent_disposed,37.41,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Dadra & Nagar Haveli,2026-01-01,2026-08-24,pending_0_60_days,30,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Dadra & Nagar Haveli,2026-01-01,2026-08-24,pending_60_180_days,37,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Dadra & Nagar Haveli,2026-01-01,2026-08-24,pending_180_365_days,20,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Dadra & Nagar Haveli,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Daman & Diu,2026-01-01,2026-08-24,received,263,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Daman & Diu,2026-01-01,2026-08-24,disposed,55,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Daman & Diu,2026-01-01,2026-08-24,percent_disposed,20.91,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Daman & Diu,2026-01-01,2026-08-24,pending_0_60_days,84,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Daman & Diu,2026-01-01,2026-08-24,pending_60_180_days,93,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Daman & Diu,2026-01-01,2026-08-24,pending_180_365_days,31,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Daman & Diu,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Gujarat,2026-01-01,2026-08-24,received,45716,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Gujarat,2026-01-01,2026-08-24,disposed,40770,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Gujarat,2026-01-01,2026-08-24,percent_disposed,89.18,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Gujarat,2026-01-01,2026-08-24,pending_0_60_days,4295,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Gujarat,2026-01-01,2026-08-24,pending_60_180_days,590,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Gujarat,2026-01-01,2026-08-24,pending_180_365_days,61,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Gujarat,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Goa,2026-01-01,2026-08-24,received,1212,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Goa,2026-01-01,2026-08-24,disposed,808,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Goa,2026-01-01,2026-08-24,percent_disposed,66.67,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Goa,2026-01-01,2026-08-24,pending_0_60_days,170,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Goa,2026-01-01,2026-08-24,pending_60_180_days,183,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Goa,2026-01-01,2026-08-24,pending_180_365_days,51,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Goa,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Himachal Pradesh,2026-01-01,2026-08-24,received,3176,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Himachal Pradesh,2026-01-01,2026-08-24,disposed,911,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Himachal Pradesh,2026-01-01,2026-08-24,percent_disposed,28.68,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Himachal Pradesh,2026-01-01,2026-08-24,pending_0_60_days,730,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Himachal Pradesh,2026-01-01,2026-08-24,pending_60_180_days,1116,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Himachal Pradesh,2026-01-01,2026-08-24,pending_180_365_days,419,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Himachal Pradesh,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Haryana,2026-01-01,2026-08-24,received,39872,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Haryana,2026-01-01,2026-08-24,disposed,27585,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Haryana,2026-01-01,2026-08-24,percent_disposed,69.18,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Haryana,2026-01-01,2026-08-24,pending_0_60_days,7139,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Haryana,2026-01-01,2026-08-24,pending_60_180_days,4257,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Haryana,2026-01-01,2026-08-24,pending_180_365_days,891,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Haryana,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Jharkhand,2026-01-01,2026-08-24,received,14947,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Jharkhand,2026-01-01,2026-08-24,disposed,11097,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Jharkhand,2026-01-01,2026-08-24,percent_disposed,74.24,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Jharkhand,2026-01-01,2026-08-24,pending_0_60_days,2356,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Jharkhand,2026-01-01,2026-08-24,pending_60_180_days,1134,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Jharkhand,2026-01-01,2026-08-24,pending_180_365_days,360,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Jharkhand,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Jammu and Kashmir,2026-01-01,2026-08-24,received,7071,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Jammu and Kashmir,2026-01-01,2026-08-24,disposed,848,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Jammu and Kashmir,2026-01-01,2026-08-24,percent_disposed,11.99,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Jammu and Kashmir,2026-01-01,2026-08-24,pending_0_60_days,2008,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Jammu and Kashmir,2026-01-01,2026-08-24,pending_60_180_days,3311,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Jammu and Kashmir,2026-01-01,2026-08-24,pending_180_365_days,904,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Jammu and Kashmir,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Kerala,2026-01-01,2026-08-24,received,5608,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Kerala,2026-01-01,2026-08-24,disposed,4535,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Kerala,2026-01-01,2026-08-24,percent_disposed,80.87,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Kerala,2026-01-01,2026-08-24,pending_0_60_days,658,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Kerala,2026-01-01,2026-08-24,pending_60_180_days,376,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Kerala,2026-01-01,2026-08-24,pending_180_365_days,39,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Kerala,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Karnataka,2026-01-01,2026-08-24,received,23722,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Karnataka,2026-01-01,2026-08-24,disposed,19130,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Karnataka,2026-01-01,2026-08-24,percent_disposed,80.64,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Karnataka,2026-01-01,2026-08-24,pending_0_60_days,2303,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Karnataka,2026-01-01,2026-08-24,pending_60_180_days,1801,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Karnataka,2026-01-01,2026-08-24,pending_180_365_days,488,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Karnataka,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Lakshadweep,2026-01-01,2026-08-24,received,77,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Lakshadweep,2026-01-01,2026-08-24,disposed,56,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Lakshadweep,2026-01-01,2026-08-24,percent_disposed,72.73,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Lakshadweep,2026-01-01,2026-08-24,pending_0_60_days,8,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Lakshadweep,2026-01-01,2026-08-24,pending_60_180_days,9,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Lakshadweep,2026-01-01,2026-08-24,pending_180_365_days,4,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Lakshadweep,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Ladakh,2026-01-01,2026-08-24,received,97,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Ladakh,2026-01-01,2026-08-24,disposed,18,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Ladakh,2026-01-01,2026-08-24,percent_disposed,18.56,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Ladakh,2026-01-01,2026-08-24,pending_0_60_days,28,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Ladakh,2026-01-01,2026-08-24,pending_60_180_days,40,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
