dataset,scope,entity,period_start,period_end,metric,value,unit,source_url,source_note
live_dashboard_2026,Department,Administrative Reforms and Public Grievances - PG Division,2026-01-01,2026-08-24,received,6447,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Administrative Reforms and Public Grievances - PG Division,2026-01-01,2026-08-24,disposed,6392,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Administrative Reforms and Public Grievances - PG Division,2026-01-01,2026-08-24,percent_disposed,99.15,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Administrative Reforms and Public Grievances - PG Division,2026-01-01,2026-08-24,pending_0_60_days,52,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Administrative Reforms and Public Grievances - PG Division,2026-01-01,2026-08-24,pending_60_180_days,3,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Administrative Reforms and Public Grievances - PG Division,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Administrative Reforms and Public Grievances - PG Division,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ayush,2026-01-01,2026-08-24,received,2427,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ayush,2026-01-01,2026-08-24,disposed,2402,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ayush,2026-01-01,2026-08-24,percent_disposed,98.97,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ayush,2026-01-01,2026-08-24,pending_0_60_days,25,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ayush,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ayush,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ayush,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,O/o the Comptroller & Auditor General of India,2026-01-01,2026-08-24,received,1669,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,O/o the Comptroller & Auditor General of India,2026-01-01,2026-08-24,disposed,1564,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,O/o the Comptroller & Auditor General of India,2026-01-01,2026-08-24,percent_disposed,93.71,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,O/o the Comptroller & Auditor General of India,2026-01-01,2026-08-24,pending_0_60_days,98,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,O/o the Comptroller & Auditor General of India,2026-01-01,2026-08-24,pending_60_180_days,5,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,O/o the Comptroller & Auditor General of India,2026-01-01,2026-08-24,pending_180_365_days,2,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,O/o the Comptroller & Auditor General of India,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Direct Taxes (Income Tax),2026-01-01,2026-08-24,received,50035,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Direct Taxes (Income Tax),2026-01-01,2026-08-24,disposed,45732,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Direct Taxes (Income Tax),2026-01-01,2026-08-24,percent_disposed,91.4,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Direct Taxes (Income Tax),2026-01-01,2026-08-24,pending_0_60_days,3294,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Direct Taxes (Income Tax),2026-01-01,2026-08-24,pending_60_180_days,905,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Direct Taxes (Income Tax),2026-01-01,2026-08-24,pending_180_365_days,104,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Direct Taxes (Income Tax),2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Excise and Customs,2026-01-01,2026-08-24,received,10986,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Excise and Customs,2026-01-01,2026-08-24,disposed,10664,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Excise and Customs,2026-01-01,2026-08-24,percent_disposed,97.07,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Excise and Customs,2026-01-01,2026-08-24,pending_0_60_days,322,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Excise and Customs,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Excise and Customs,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Central Board of Excise and Customs,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Atomic Energy,2026-01-01,2026-08-24,received,1224,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Atomic Energy,2026-01-01,2026-08-24,disposed,1157,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Atomic Energy,2026-01-01,2026-08-24,percent_disposed,94.53,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Atomic Energy,2026-01-01,2026-08-24,pending_0_60_days,67,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Atomic Energy,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Atomic Energy,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Atomic Energy,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Bio Technology,2026-01-01,2026-08-24,received,204,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Bio Technology,2026-01-01,2026-08-24,disposed,195,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Bio Technology,2026-01-01,2026-08-24,percent_disposed,95.59,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Bio Technology,2026-01-01,2026-08-24,pending_0_60_days,9,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Bio Technology,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Bio Technology,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Bio Technology,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Culture,2026-01-01,2026-08-24,received,3193,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Culture,2026-01-01,2026-08-24,disposed,3094,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Culture,2026-01-01,2026-08-24,percent_disposed,96.9,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Culture,2026-01-01,2026-08-24,pending_0_60_days,99,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Culture,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Culture,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Culture,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Corporate Affairs,2026-01-01,2026-08-24,received,10944,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Corporate Affairs,2026-01-01,2026-08-24,disposed,10640,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Corporate Affairs,2026-01-01,2026-08-24,percent_disposed,97.22,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Corporate Affairs,2026-01-01,2026-08-24,pending_0_60_days,303,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Corporate Affairs,2026-01-01,2026-08-24,pending_60_180_days,1,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Corporate Affairs,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Corporate Affairs,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ex Servicemen Welfare,2026-01-01,2026-08-24,received,10553,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ex Servicemen Welfare,2026-01-01,2026-08-24,disposed,9572,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ex Servicemen Welfare,2026-01-01,2026-08-24,percent_disposed,90.7,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ex Servicemen Welfare,2026-01-01,2026-08-24,pending_0_60_days,825,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ex Servicemen Welfare,2026-01-01,2026-08-24,pending_60_180_days,156,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ex Servicemen Welfare,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Ex Servicemen Welfare,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Production,2026-01-01,2026-08-24,received,1719,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Production,2026-01-01,2026-08-24,disposed,1616,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Production,2026-01-01,2026-08-24,percent_disposed,94.01,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Production,2026-01-01,2026-08-24,pending_0_60_days,103,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Production,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Production,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Production,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Research and Development,2026-01-01,2026-08-24,received,758,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Research and Development,2026-01-01,2026-08-24,disposed,723,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Research and Development,2026-01-01,2026-08-24,percent_disposed,95.38,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Research and Development,2026-01-01,2026-08-24,pending_0_60_days,33,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Research and Development,2026-01-01,2026-08-24,pending_60_180_days,2,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Research and Development,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Defence Research and Development,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Banking Division),2026-01-01,2026-08-24,received,202121,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Banking Division),2026-01-01,2026-08-24,disposed,195849,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Banking Division),2026-01-01,2026-08-24,percent_disposed,96.9,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Banking Division),2026-01-01,2026-08-24,pending_0_60_days,6264,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Banking Division),2026-01-01,2026-08-24,pending_60_180_days,6,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Banking Division),2026-01-01,2026-08-24,pending_180_365_days,2,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Banking Division),2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Insurance Division),2026-01-01,2026-08-24,received,25330,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Insurance Division),2026-01-01,2026-08-24,disposed,24605,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Insurance Division),2026-01-01,2026-08-24,percent_disposed,97.14,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Insurance Division),2026-01-01,2026-08-24,pending_0_60_days,722,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Insurance Division),2026-01-01,2026-08-24,pending_60_180_days,2,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Insurance Division),2026-01-01,2026-08-24,pending_180_365_days,1,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Insurance Division),2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Pension Reforms),2026-01-01,2026-08-24,received,3316,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Pension Reforms),2026-01-01,2026-08-24,disposed,3277,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Pension Reforms),2026-01-01,2026-08-24,percent_disposed,98.82,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Pension Reforms),2026-01-01,2026-08-24,pending_0_60_days,39,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Pension Reforms),2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Pension Reforms),2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Financial Services (Pension Reforms),2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Justice,2026-01-01,2026-08-24,received,8754,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Justice,2026-01-01,2026-08-24,disposed,8054,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Justice,2026-01-01,2026-08-24,percent_disposed,92.0,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Justice,2026-01-01,2026-08-24,pending_0_60_days,546,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Justice,2026-01-01,2026-08-24,pending_60_180_days,150,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Justice,2026-01-01,2026-08-24,pending_180_365_days,4,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Justice,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Fisheries,2026-01-01,2026-08-24,received,429,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Fisheries,2026-01-01,2026-08-24,disposed,422,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Fisheries,2026-01-01,2026-08-24,percent_disposed,98.37,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Fisheries,2026-01-01,2026-08-24,pending_0_60_days,7,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Fisheries,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Fisheries,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Fisheries,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Heavy Industry,2026-01-01,2026-08-24,received,1518,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Heavy Industry,2026-01-01,2026-08-24,disposed,1472,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Heavy Industry,2026-01-01,2026-08-24,percent_disposed,96.97,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Heavy Industry,2026-01-01,2026-08-24,pending_0_60_days,46,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Heavy Industry,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Heavy Industry,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Heavy Industry,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health & Family Welfare,2026-01-01,2026-08-24,received,46123,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health & Family Welfare,2026-01-01,2026-08-24,disposed,44886,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health & Family Welfare,2026-01-01,2026-08-24,percent_disposed,97.32,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health & Family Welfare,2026-01-01,2026-08-24,pending_0_60_days,1169,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health & Family Welfare,2026-01-01,2026-08-24,pending_60_180_days,59,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health & Family Welfare,2026-01-01,2026-08-24,pending_180_365_days,9,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health & Family Welfare,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
