State Name,District Name,Subdistrict Name,Facility Type,Facility Name,Facility Address,Latitude,Longitude,ActiveFlag_C,NOTIONAL_PHYSICAL,Location Type,Type Of Facility,Nin_N
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,GERSA,NA,22.34846626,83.24042623,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Gerva,NA,22.34904552,82.67692114,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Silli,NA,22.34953333,82.20412333,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Anand Nagar,NA,22.34980262,82.64077181,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Urja Nagar,NA,22.35013187,82.5592507,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,JHAGARPUR,NA,22.35023736,83.54272952,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Ramsagarpara,NA,22.3510511,82.69641671,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Korkoma,NA,22.35143505,82.870208,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Dipka,NA,22.35229518,82.54534667,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Kamthi,NA,22.35251265,81.41049037,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Bandhakhar,NA,22.35258338,82.42827218,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,SHC Pragti Nagar,NA,22.35264846,82.53765632,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Sarvmangla Nagar,NA,22.35291812,82.67865282,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Kashinagar,NA,22.35329606,82.71112581,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Vikash Nagar,NA,22.35338389,82.74153334,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Mudapar,NA,22.35350252,82.71084257,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Krisna Nagar,NA,22.35408037,82.55412317,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Ratakhar,NA,22.35589621,82.68999236,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Jhabar,NA,22.35656219,82.52843113,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Nunera,NA,22.35701917,82.41663067,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Imlli Chhapr,NA,22.35741744,82.63683725,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Nehru Nagar,NA,22.35792506,82.52428929,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Kodwagodan,NA,22.35870855,81.48988574,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Narsinghpur,NA,22.35871554,81.48984409,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Bhairotal,NA,22.36065511,82.63802567,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Podibahar,NA,22.36199812,82.73424424,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Rajendra Prasad Nagar,NA,22.36205496,82.73442255,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Rampur,NA,22.36206919,82.73444569,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,15 Block,NA,22.36252919,82.70494383,Y,Physical,Urban,Public,NA
Chhattisgarh,Mungeli,Lormi,sub_cen,Dindauri,NA,22.36300514,81.57084457,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,BUDHWARI,NA,22.36467288,82.71779512,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Kashi Nagar,NA,22.36548654,82.72147653,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Pumphouse,NA,22.36567449,82.70412894,Y,Physical,Urban,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,SHC Navagoan (Salka),NA,22.3658225,82.01739192,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Risdi,NA,22.36634104,82.75650071,Y,Physical,Urban,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Bhelwan,NA,22.36646013,83.84346256,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Vijay Nagar,NA,22.36663274,82.55980727,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Surakachar,NA,22.36677994,82.63372982,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,C.S.E.B.,NA,22.37003091,82.73563609,Y,Physical,Urban,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,Jharama,NA,22.37078424,83.6569187,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Kukdur,NA,22.37152775,81.35890875,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Durena,NA,22.37159137,82.5716883,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Chapora,NA,22.37256333,82.12710333,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,KUNJARA,NA,22.37317368,83.57291889,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Majhagaon,NA,22.37328361,81.99959367,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,PATHARRIPARA,NA,22.37366748,82.72961548,Y,Physical,Urban,Public,NA
Chhattisgarh,Kawardha,Bodla,sub_cen,Chhuhi,NA,22.37434664,81.23319224,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Madwadoda,NA,22.37443199,82.59510155,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Sendri Dafai,NA,22.37474449,82.62943192,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Rampur,NA,22.37526554,82.73577891,Y,Physical,Urban,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,NAWAGAON,NA,22.37565192,83.22044505,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Ompur,NA,22.37622479,82.82191025,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Pali,NA,22.3768963,82.32061108,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Jamtoli,NA,22.37760347,83.79592903,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Bansajhal,NA,22.37831667,82.11326333,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Damiya,NA,22.37876833,82.276775,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Bodla,sub_cen,Keshmarda,NA,22.38125779,81.19788335,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,KHADGAON,NA,22.3816548,83.11548028,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Madanpur,NA,22.38170727,82.96597763,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Pondi,NA,22.38204111,82.25048875,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Rajgamar,NA,22.38395605,82.8273927,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Tumla,NA,22.38435,83.92231,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Ghudadeva Basti,NA,22.38482341,82.62272519,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Ghuddeva Basti,NA,22.38502002,82.62132603,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Saila,NA,22.38519321,82.31618789,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Kolhenjahria,NA,22.38571009,83.76494772,Y,Physical,Rural,Public,NA
Chhattisgarh,Mungeli,Lormi,sub_cen,Khudiya,NA,22.38768056,81.60269503,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Lawakera,NA,22.3876892,83.98028726,Y,Physical,Rural,Public,NA
Chhattisgarh,Mungeli,Lormi,sub_cen,Dongirgarh,NA,22.38771917,81.60276623,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Kanchanpur,NA,22.38802,82.06540833,Y,Physical,Rural,Public,NA
Chhattisgarh,Mungeli,Lormi,sub_cen,Bijrakachhar,NA,22.38840333,81.60379833,Y,Physical,Rural,Public,NA
Chhattisgarh,Mungeli,Lormi,sub_cen,surhi,NA,22.389455,81.611765,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Bali Nagar,NA,22.38980636,82.63214419,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Jamanipali,NA,22.38997029,82.63292991,Y,Physical,Urban,Public,NA
Chhattisgarh,Kawardha,Bodla,sub_cen,Larbakki,NA,22.39023594,81.18950005,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Polmi,NA,22.39154225,81.35556383,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Babusajbahar,NA,22.39192388,83.94032096,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Badana,NA,22.39199309,81.26168429,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Dumerkchhar,NA,22.39226752,82.35624075,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Katainar,NA,22.39267449,82.62049649,Y,Physical,Urban,Public,NA
Chhattisgarh,Raigarh,GHARGHODA,sub_cen,KAMTARA,NA,22.39273644,83.36793046,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Shanti Nagar,NA,22.39309089,82.82404221,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Bodla,sub_cen,Bhonda,NA,22.39332118,81.18493767,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Batra,NA,22.39400693,82.23250188,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,SUPKONA,NA,22.39403205,83.43759089,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Kohadia,NA,22.39468078,82.70780593,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Bhadrapara,NA,22.394735,82.75439,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Karra,NA,22.39482333,82.22939,Y,Physical,Rural,Public,NA
Chhattisgarh,Mungeli,Lormi,sub_cen,Niwas Khar,NA,22.395195,81.65188,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Baki Basti,NA,22.39548576,82.6029853,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,PAHADLUDEG,NA,22.39620286,83.52669913,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Bodla,sub_cen,Bhursipakri,NA,22.3963225,81.16091736,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Kolga,NA,22.39633945,82.98977416,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,SOKHAMUDA,NA,22.39637304,83.36310152,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Pulali,NA,22.39753667,82.27621667,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Bhadrapara Padimar,NA,22.39879205,82.75888299,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Darribasti,NA,22.39942022,82.68515653,Y,Physical,Urban,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,LAILUNGA,NA,22.39946331,83.56340289,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Rukhmidadar,NA,22.39979903,81.30872213,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,RUDUKELA,NA,22.39983637,83.59226534,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Banbandha,NA,22.40157159,82.38056792,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Rajana,NA,22.40284529,82.49867045,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Ayoddhyapuri,NA,22.40288913,82.69021469,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Nagoikhar,NA,22.40289409,82.68997038,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Neharunagar,NA,22.40355464,82.74476623,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Kailash Nagar Nehru Nagar,NA,22.40364568,82.75551147,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Belgiri Basti,NA,22.40448202,82.72876193,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Parsabhata,NA,22.40485912,82.73984696,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Lata,NA,22.40497721,82.66343185,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Kudaripara,NA,22.40508813,82.60905096,Y,Physical,Urban,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Chiyandand,NA,22.4052428,81.4473144,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Parshabahatta,NA,22.40535582,82.731994,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Mogara,NA,22.40556287,82.59612595,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Gajara,NA,22.40600707,82.61310062,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Sumedha,NA,22.40630725,82.63308774,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Deori,NA,22.4068246,82.56987006,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Gajara,NA,22.4069825,82.61539209,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Kasaipali,NA,22.40735995,82.56344518,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Kohdiya,NA,22.40961154,82.7030483,Y,Physical,Urban,Public,NA
Chhattisgarh,Mungeli,Lormi,sub_cen,Achanakmar,NA,22.40971513,81.85810872,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Ankira,NA,22.40997695,83.90760711,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Chakabuda,NA,22.41019341,82.55442932,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Sichai Colony,NA,22.41024896,82.68138466,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Rumgada,NA,22.41099703,82.70440946,Y,Physical,Urban,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Purainbandh,NA,22.41172,83.98317885,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Saraitoli,NA,22.41176214,83.86969975,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,BansaJhal,NA,22.41192582,83.98298561,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Manikpur,NA,22.41397148,82.44688165,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Shivnagar,NA,22.41433894,82.70327953,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Lata,NA,22.41451647,82.64599799,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Iruf,NA,22.41504071,82.45319837,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Indira nagar,NA,22.41538266,82.64866814,Y,Physical,Urban,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,POTARA,NA,22.41549077,83.61000804,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,KENDATIKARA,NA,22.41562131,83.60997174,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,SALKHIYA,NA,22.41711777,83.52355895,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Lafa,NA,22.41724333,82.28930333,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Lohadia,NA,22.41733167,82.24629833,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Jawali,NA,22.41852897,82.54752087,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Ganjhiyadih,NA,22.41857994,83.79615179,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Dogari,NA,22.41925774,82.54744632,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,Buldega,NA,22.42025386,83.7092039,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Dodaro,NA,22.42093053,82.78147834,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,KhajriDhap,NA,22.42100161,83.71925111,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,Pharsatoli,NA,22.421245,83.72110833,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Konapara,NA,22.42132523,83.84433089,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,NTPC,NA,22.42182918,82.65919013,Y,Physical,Urban,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,KHAMHAR,NA,22.42201184,83.55455847,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Tiwarta,NA,22.4252375,82.4425798,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Jelgaon,NA,22.4253217,82.66578404,Y,Physical,Urban,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,Surungpani,NA,22.42655139,83.63820293,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Urban,sub_cen,Ayodhyapuri,NA,22.42746987,82.66025132,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Basin,NA,22.42794637,83.04572693,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,ONGANA,NA,22.42968383,83.24407519,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,Baigabahar,NA,22.4300917,83.75714438,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Belgahna,NA,22.43143209,82.03605655,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Sonpuri,NA,22.43173511,82.70750784,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,Patratoli,NA,22.43242776,83.72352603,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,Jamjhor,NA,22.43360774,83.73950814,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Majwani,NA,22.43366816,82.03463942,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Baro,NA,22.43371784,83.86611861,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Gervaghat,NA,22.43406859,82.6743547,Y,Physical,Urban,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Chaitma,NA,22.43539759,82.42413736,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Raliya,NA,22.43546541,82.50350658,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Belgahna B,NA,22.43572186,82.03344376,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,BAISI,NA,22.43677737,83.16142692,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Pandaripani,NA,22.44064998,81.23651832,Y,Physical,Rural,Public,NA
Chhattisgarh,Mungeli,Lormi,sub_cen,Bamhani,NA,22.44088667,81.70824333,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,Kotba,NA,22.44165554,83.71988289,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,DHAP,NA,22.44245699,83.51563237,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,RAJPUR,NA,22.4426839,83.48651574,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Saplwa,NA,22.44314952,82.38873973,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Kanjipakni,NA,22.44316835,82.4144385,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Gopalpur,NA,22.44422505,82.64700576,Y,Physical,Urban,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Kurdar,NA,22.44471833,81.94370333,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Sikirama,NA,22.44512481,83.93460312,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Arada,NA,22.44622111,82.58571993,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Domaria,NA,22.44839104,83.78436146,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Bhagora,NA,22.44984754,83.87400136,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,TARAIMAR,NA,22.44985119,83.17979051,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Rajkmma,NA,22.45147763,82.46741505,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Navagaon,NA,22.45154147,82.67355503,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Neur,NA,22.45467589,81.35836358,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Bhakur,NA,22.45591385,81.36094036,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Delwadih Colony,NA,22.45615807,82.56233631,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Mohanpur,NA,22.45633854,82.50092783,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Ghumra,NA,22.45648272,84.03370953,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,Dhodhagaon,NA,22.45771615,83.39904957,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,SISARINGA,NA,22.45878122,83.30517158,Y,Physical,Rural,Public,NA
Chhattisgarh,Mungeli,Lormi,sub_cen,Chhaparwa,NA,22.45977307,81.77561771,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Delvadih,NA,22.45982766,82.56267247,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,SOHANPUR,NA,22.45993771,83.362306,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,RUPUNGA,NA,22.46252907,83.13093697,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Nawapara,NA,22.46531122,82.43655105,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Lupha,NA,22.4656902,82.00995731,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,CHORANGA,NA,22.46607024,83.45978597,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,KODASIYA,NA,22.46627391,83.51299438,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,Kukargaon,NA,22.46726709,83.60498912,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pathalgaon,sub_cen,Pithaama,NA,22.46743839,83.60512823,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Gidhkuwari,NA,22.46750254,83.06384323,Y,Physical,Rural,Public,NA
Chhattisgarh,Kawardha,Pandariya,sub_cen,Sendurkhar,NA,22.46755403,81.33589928,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,LAILUNGA,sub_cen,GAHANAJHARIA,NA,22.46860284,83.55152255,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Mendarbahar,NA,22.47104191,83.87714532,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Churikala,NA,22.47154061,82.62000931,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Dhanras,NA,22.47395825,82.63402469,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Korba,sub_cen,Chuiya,NA,22.47497449,82.72407126,Y,Physical,Rural,Public,NA
Chhattisgarh,Raigarh,DHARAMJAIGARH,sub_cen,SHAHPUR,NA,22.47533364,83.18087685,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Chhatauna,NA,22.47656186,82.07002456,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Nonbanka,NA,22.47669284,82.48014714,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Amdiha,NA,22.47827368,83.95658918,Y,Physical,Rural,Public,NA
Chhattisgarh,Bilaspur,KOTA,sub_cen,Konchara,NA,22.48057658,82.0482643,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Jemra,NA,22.48389979,82.27371649,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Bhondkachhar,NA,22.48531123,82.40795571,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Pali,sub_cen,Patpara,NA,22.48564836,82.41893774,Y,Physical,Rural,Public,NA
Chhattisgarh,Korba,Katghora,sub_cen,Charikhurda,NA,22.48709511,82.62946037,Y,Physical,Rural,Public,NA
Chhattisgarh,Jashpur,Pharsabahar,sub_cen,Seemabari,NA,22.48794894,83.81125167,Y,Physical,Rural,Public,NA
